"table_column_name","description"
S474757,Pedal cycle// Females// Persons// Residents aged 16 and over in employment
S474758,On foot// Females// Persons// Residents aged 16 and over in employment
S474759,Other and not stated// Females// Persons// Residents aged 16 and over in employment
S474760,Works at home// Females// Persons// Residents aged 16 and over in employment
S474761,Car pool// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474762,Car passenger// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474763,Car driver// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474764,Bus// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474765,BR train// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474766,Underground// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474767,Motorcycle// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474768,Pedal cycle// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474769,On foot// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474770,Other and not stated// Persons Working outside District of Residence// Persons// Residents aged 16 and over in employment
S474772,Car pool// No Car// Persons// Residents aged 16 and over in employment
S474773,Car passenger// No Car// Persons// Residents aged 16 and over in employment
S474774,Car driver// No Car// Persons// Residents aged 16 and over in employment
S474775,Bus// No Car// Persons// Residents aged 16 and over in employment
S474776,BR train// No Car// Persons// Residents aged 16 and over in employment
S474777,Underground// No Car// Persons// Residents aged 16 and over in employment
S474778,Motorcycle// No Car// Persons// Residents aged 16 and over in employment
S474779,Pedal cycle// No Car// Persons// Residents aged 16 and over in employment
S474780,On foot// No Car// Persons// Residents aged 16 and over in employment
S474781,Other and not stated// No Car// Persons// Residents aged 16 and over in employment
S474782,Works at home// No Car// Persons// Residents aged 16 and over in employment
S474783,Car pool// 1 Car// Persons// Residents aged 16 and over in employment
S474784,Car passenger// 1 Car// Persons// Residents aged 16 and over in employment
S474785,Car driver// 1 Car// Persons// Residents aged 16 and over in employment
S474786,Bus// 1 Car// Persons// Residents aged 16 and over in employment
S474787,BR train// 1 Car// Persons// Residents aged 16 and over in employment
S474788,Underground// 1 Car// Persons// Residents aged 16 and over in employment
S474789,Motorcycle// 1 Car// Persons// Residents aged 16 and over in employment
S474790,Pedal cycle// 1 Car// Persons// Residents aged 16 and over in employment
S474791,On foot// 1 Car// Persons// Residents aged 16 and over in employment
S474792,Other and not stated// 1 Car// Persons// Residents aged 16 and over in employment
S474793,Works at home// 1 Car// Persons// Residents aged 16 and over in employment
S474794,Car pool// 2+ Cars// Persons// Residents aged 16 and over in employment
S474795,Car passenger// 2+ Cars// Persons// Residents aged 16 and over in employment
S474796,Car driver// 2+ Cars// Persons// Residents aged 16 and over in employment
S474797,Bus// 2+ Cars// Persons// Residents aged 16 and over in employment
S474798,BR train// 2+ Cars// Persons// Residents aged 16 and over in employment
S474799,Underground// 2+ Cars// Persons// Residents aged 16 and over in employment
S474800,Motorcycle// 2+ Cars// Persons// Residents aged 16 and over in employment
S474801,Pedal cycle// 2+ Cars// Persons// Residents aged 16 and over in employment
S474802,On foot// 2+ Cars// Persons// Residents aged 16 and over in employment
S474803,Other and not stated// 2+ Cars// Persons// Residents aged 16 and over in employment
S474804,Works at home// 2+ Cars// Persons// Residents aged 16 and over in employment
S484805,"Age 18-29// TOTAL: Sex// Persons// persons with degrees, professional and Vocational Qualifications"
S484806,"Age 18-29// Males// Persons// persons with degrees, professional and Vocational Qualifications"
S484807,"Age 18-29// Females// Persons// persons with degrees, professional and Vocational Qualifications"
S484808,"Age 30-44// TOTAL: Sex// Persons// persons with degrees, professional and Vocational Qualifications"
S484809,"Age 30-44// Males// Persons// persons with degrees, professional and Vocational Qualifications"
S484810,"Age 30-44// Females// Persons// persons with degrees, professional and Vocational Qualifications"
S484811,"Age 45-64/59// TOTAL: Sex// Persons// persons with degrees, professional and Vocational Qualifications"
S484812,"Age 45-64/59// Males// Persons// persons with degrees, professional and Vocational Qualifications"
S484813,"Age 45-64/59// Females// Persons// persons with degrees, professional and Vocational Qualifications"
S484814,"Pensioners// TOTAL: Sex// Persons// persons with degrees, professional and Vocational Qualifications"
S484815,"Pensioners// Males// Persons// persons with degrees, professional and Vocational Qualifications"
S484816,"Pensioners// Females// Persons// persons with degrees, professional and Vocational Qualifications"
S484817,"In employment// TOTAL: Sex// Persons// persons with degrees, professional and Vocational Qualifications"
S484818,"In employment// Males// Persons// persons with degrees, professional and Vocational Qualifications"
S484819,"In employment// Females// Persons// persons with degrees, professional and Vocational Qualifications"
S494820,"1: Employers and managers in large establishments// Owner Occupied// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494821,"1: Employers and managers in large establishments// Council housing etc.// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494822,"1: Employers and managers in large establishments// Unfurnished// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494823,"2: Employers and managers in small establishments// Owner Occupied// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494824,"2: Employers and managers in small establishments// Council housing etc.// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494825,"2: Employers and managers in small establishments// Unfurnished// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494826,"3: Professional workers - self-employed// Owner Occupied// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494827,"3: Professional workers - self-employed// Council housing etc.// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494828,"3: Professional workers - self-employed// Unfurnished// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494829,"4: Professional workers - employees// Owner Occupied// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494830,"4: Professional workers - employees// Council housing etc.// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494831,"4: Professional workers - employees// Unfurnished// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494832,"5.1: Ancillary workers and artists// Owner Occupied// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
S494833,"5.1: Ancillary workers and artists// Council housing etc.// Households//  By SEG of economically active (EA) or Retired (with Previous Occupation Stated) Head of Household/Family"
